pathwayName,searchTerms,genes,library,diseaseId,name,therapeuticAreas
Human T-cell leukemia virus 1 infection,leukem,TGFB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,BUB1B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SLC25A31,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAD2L1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,RELA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CRTC3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CRTC1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CSF2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ATF6B,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CRTC2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,GPS2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,TNF,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,RELB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,NRAS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CCND3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ZFP36,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CCND2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PTTG2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CCND1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PTTG1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MSX1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MSX2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,HLA-DOB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,HLA-DOA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,FDPS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAP2K4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SMAD3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SMAD2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAP2K2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SMAD4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAP2K1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,NFKB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,NFKB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CREB3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CCNA2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,DLG1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CCNA1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CREB1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,BCL2L1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAP3K14,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,TCF3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAD1L1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CREB5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SLC2A1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ETS1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ETS2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CCNB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MMP7,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,TGFBR1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,TGFBR2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,TNFRSF1A,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,IL2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,NFKBIA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,IL6,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PIK3CB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ESPL1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PIK3CA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CDK4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CDK2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,HLA-DRA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SLC25A4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PIK3R3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PIK3R2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,TBP,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,IL15RA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,CHUK,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,LCK,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,LTBR,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,IL2RA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,IL2RB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ANAPC4,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ANAPC5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,LTA,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,VDAC3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,VDAC2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ANAPC7,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,KRAS,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,VDAC1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SLC25A6,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ANAPC1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SLC25A5,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ANAPC2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ITGB2,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,VAC14,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,SRF,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PTEN,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,PIK3CD,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,ITGAL,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,POLB,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAPK9,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAPK8,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAPK3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,MAPK1,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Human T-cell leukemia virus 1 infection,leukem,BUB3,KEGG_2021_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
IL1 And Megakaryocytes In Obesity WP2865,obesity,F2R,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,IL1R1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,F2,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,IL18,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,MMP9,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,PLA2G7,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,NFKB1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,ICAM1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,SELENBP1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,TLR2,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,IL1B,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,MYD88,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,TLR1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,PIK3CA,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,IFNG,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,IRAK1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,NLRP3,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,CCL2,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,FCER1A,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,TIMP1,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,TIMP2,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,HBEGF,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,S100A9,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
IL1 And Megakaryocytes In Obesity WP2865,obesity,CCR3,WikiPathways_2024_Human,EFO_0001073,obesity,['OTAR_0000020']
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,CSF1R,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,PDGFRB,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,ABCB1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,CDKN1B,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,FLT1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,PDGFRA,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,GADD45A,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,NOP2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,GAB2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,FOXO3,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,BCR,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,LYL1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,SPRED2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,KIT,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,MYC,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,PIM2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,PIM1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,ABL1,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,ABCG2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Imatinib And Chronic Myeloid Leukemia WP3640,leukem,SKP2,WikiPathways_2024_Human,EFO_0000565,leukemia,"['MONDO_0045024', 'EFO_0005803']"
Immune Response To Tuberculosis WP4197,tuberculosis,PTPN2,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFNGR1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,MX1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,STAT1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFITM1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFNGR2,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,STAT2,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFI35,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,TAP1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,OAS1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,PIAS1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,TYK2,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFIT1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFIT3,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IRF1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,PSMB8,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,SOCS1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IRF9,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFNAR1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,JAK1,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,IFNAR2,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Immune Response To Tuberculosis WP4197,tuberculosis,JAK2,WikiPathways_2024_Human,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,LPDC,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,PPE2,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RPOA,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RV1283C,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,BFRB,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,CPNT,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,NDKA,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,TLR2,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,SECA1,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,SECA2,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,SFPQ,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,ESXA,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RPOB,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RV1410C,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RPOC,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,TRX-2,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,ESXG,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,ESXH,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RAB7A,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,TRXB,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,TRXA,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,GSK3A,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RV2895C,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RV3364C,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,BFR,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,DUSP16,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,RV1280C,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,FGD1,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
Infection With Mycobacterium Tuberculosis,tuberculosis,GLBN,Reactome_Pathways_2024,MONDO_0018076,tuberculosis,['EFO_0005741']
